Client,Recency,Frequency,Monetary,RFM_Score,Cluster_KMeans
616,100,2,2455.1,433,2
615,106,3,2456.0,443,2
612,182,2,2458.0,313,2
611,575,2,2459.8,113,0
610,288,3,2461.0,243,2
608,158,2,2469.0,333,2
607,53,2,2470.0,423,2
606,307,4,2472.45,243,1
605,111,2,2476.0,323,2
604,243,2,2482.45,213,2
603,156,2,2484.0,333,2
602,461,4,2487.0,143,0
600,49,4,2491.05,443,1
598,37,2,2494.0,423,2
597,244,2,2494.0,213,2
594,263,3,2495.0,243,2
583,199,2,2498.0,213,2
582,361,3,2498.45,133,0
581,362,3,2505.3,133,0
580,170,3,2505.7,343,2
578,58,3,2513.3,433,2
577,134,2,2514.0,333,2
576,53,2,2515.0,423,2
575,632,2,2516.1,123,0
574,12,3,2524.85,433,2
573,101,2,2530.5,423,2
572,238,3,2536.35,243,2
569,160,2,2546.0,333,2
567,166,2,2551.05,313,2
565,185,2,2553.0,313,2
562,279,3,2557.65,243,2
561,186,2,2558.6,313,2
559,93,3,2559.4,433,2
558,338,4,2563.45,143,1
557,281,2,2564.0,213,2
555,114,2,2571.0,323,2
553,536,3,2574.0,133,0
552,451,2,2577.0,113,0
551,453,2,2578.0,113,0
549,279,5,2583.2,243,1
548,17,4,2585.27,443,1
547,126,2,2588.15,323,2
546,168,3,2590.2,343,2
544,204,2,2596.0,213,2
542,307,3,2602.6,243,2
541,17,4,2616.05,443,1
538,244,3,2633.0,243,2
537,457,3,2637.65,133,0
536,191,3,2638.0,243,2
532,14,2,2643.0,433,2
531,422,2,2644.0,123,0
530,286,3,2648.0,243,2
528,89,2,2654.0,423,2
526,236,2,2665.45,213,2
527,259,2,2665.45,213,2
525,202,3,2668.0,243,2
524,510,3,2672.0,133,0
523,292,2,2672.05,213,2
522,108,3,2681.0,443,2
521,285,2,2681.45,213,2
520,168,2,2683.0,313,2
519,109,3,2686.85,343,2
517,409,2,2692.0,123,0
516,3,2,2692.4,433,2
514,424,2,2694.0,123,0
512,130,2,2697.0,333,2
511,105,2,2698.6,433,2
510,43,5,2700.0,443,1
509,187,4,2703.0,343,1
506,103,3,2712.37,443,2
505,107,5,2718.15,443,1
504,178,2,2721.8,313,2
503,157,2,2725.45,333,2
502,158,2,2725.6,333,2
501,144,3,2727.45,343,2
496,98,2,2728.1,423,2
495,200,5,2732.0,243,1
494,130,2,2734.0,333,2
493,-8,3,2737.0,433,2
492,149,2,2743.0,333,2
491,169,3,2743.0,343,2
490,267,2,2743.0,213,2
489,129,2,2744.8,333,2
488,285,2,2746.0,213,2
487,17,2,2753.95,433,2
485,340,2,2754.0,123,0
484,158,2,2755.5,333,2
482,252,3,2764.0,243,2
481,182,2,2771.65,313,2
479,113,3,2772.2,343,2
478,424,3,2773.0,133,0
477,362,4,2773.5,143,1
476,40,3,2774.05,433,2
475,113,2,2775.0,323,2
474,221,3,2779.0,233,2
473,259,3,2781.55,243,2
471,355,3,2786.3,133,0
469,222,2,2794.0,213,2
467,135,2,2798.0,333,2
466,461,3,2805.0,133,0
465,194,2,2807.55,213,2
464,212,2,2808.65,213,2
463,75,3,2810.0,433,2
462,106,2,2811.27,433,2
461,235,2,2817.0,213,2
460,49,3,2827.95,433,2
459,101,2,2829.0,423,2
458,33,3,2834.0,433,2
457,127,2,2837.0,323,2
456,138,2,2844.0,333,2
455,235,3,2846.1,243,2
453,18,2,2847.0,433,2
454,188,3,2847.0,343,2
452,17,2,2847.65,433,2
451,100,3,2850.0,443,2
450,-8,3,2852.05,433,2
447,107,3,2861.1,443,2
446,-2,3,2866.0,433,2
445,344,2,2867.0,123,0
444,90,3,2868.3,433,2
443,286,3,2872.0,243,2
442,286,2,2880.15,213,2
441,74,2,2881.0,433,2
440,109,3,2884.0,343,2
439,47,3,2886.4,433,2
437,158,3,2889.8,343,2
435,205,2,2898.05,213,2
434,79,2,2903.75,433,2
433,276,3,2905.0,243,2
432,115,2,2913.0,323,2
431,388,3,2913.65,133,0
428,114,2,2924.0,323,2
429,152,4,2924.0,343,1
427,136,2,2926.8,333,2
426,102,2,2936.0,423,2
425,2,3,2936.3,433,2
424,382,5,2939.1,143,1
423,276,3,2943.0,243,2
422,160,2,2945.45,323,2
421,89,3,2947.0,433,2
419,48,2,2953.35,423,2
418,107,3,2955.0,443,2
417,171,2,2956.8,313,2
416,291,4,2961.05,243,1
415,108,2,2978.37,433,2
414,108,2,2985.7,433,2
413,253,2,2996.0,213,2
412,106,2,3000.0,433,2
411,46,3,3012.6,433,2
410,110,2,3016.65,323,2
409,107,2,3017.0,433,2
408,188,2,3017.1,313,2
406,398,4,3023.0,143,1
405,108,2,3023.05,433,2
404,167,2,3023.2,313,2
403,251,3,3024.0,243,2
402,220,3,3027.0,233,2
401,21,2,3033.3,433,2
400,185,2,3038.0,313,2
399,258,3,3045.0,243,2
398,265,2,3046.75,213,2
397,75,2,3054.0,433,2
396,276,3,3055.0,243,2
395,111,3,3057.25,343,2
394,40,2,3060.0,423,2
393,642,2,3067.45,123,0
392,105,2,3068.0,433,2
391,269,3,3069.0,244,2
390,276,2,3072.95,214,2
388,507,3,3075.1,134,0
387,137,3,3086.6,344,2
386,542,4,3088.0,144,0
385,68,2,3092.0,424,2
384,347,2,3094.0,124,0
383,109,2,3097.0,324,2
382,64,2,3098.0,424,2
381,128,2,3102.95,334,2
380,34,3,3105.85,434,2
379,134,2,3109.3,334,2
378,123,3,3116.85,334,2
377,305,6,3124.0,244,1
375,181,3,3133.0,344,2
376,291,3,3133.0,244,2
374,485,2,3134.0,124,0
373,51,4,3136.8,444,1
372,51,3,3140.15,434,2
371,635,2,3141.0,124,0
370,103,2,3142.55,434,2
369,183,3,3145.0,344,2
368,286,2,3149.0,214,2
367,128,2,3152.25,334,2
365,195,4,3157.9,244,1
363,18,4,3162.65,444,1
362,277,4,3163.0,244,1
361,141,2,3164.0,334,2
359,167,2,3173.0,314,2
358,150,2,3176.0,334,2
357,200,4,3181.4,244,1
356,173,2,3190.2,314,2
355,44,4,3192.0,444,1
354,204,2,3193.0,214,2
353,215,4,3193.1,244,1
352,-5,4,3197.95,444,1
350,170,2,3203.05,314,2
349,162,2,3218.85,314,2
347,20,4,3219.0,444,1
346,536,7,3220.0,144,1
345,107,3,3226.0,444,2
344,51,2,3228.0,424,2
342,15,2,3240.3,434,2
341,221,3,3240.4,234,2
340,606,3,3243.65,134,0
339,98,2,3246.4,434,2
338,201,4,3249.6,244,1
337,285,5,3257.1,244,1
335,150,4,3258.0,344,1
334,104,2,3258.55,434,2
333,28,2,3259.0,424,2
332,100,2,3259.5,434,2
331,211,2,3273.0,214,2
330,127,4,3274.0,344,1
329,20,4,3279.3,444,1
328,336,2,3283.0,124,0
327,160,4,3284.3,344,1
326,24,3,3289.55,434,2
325,22,3,3292.75,434,2
321,114,2,3319.0,324,2
319,208,3,3342.45,244,2
318,158,2,3344.8,334,2
315,103,3,3368.3,444,2
314,124,4,3375.3,344,1
313,327,5,3376.2,144,1
312,156,4,3387.0,344,1
311,32,3,3389.0,434,2
310,301,2,3398.0,214,2
309,239,3,3401.0,244,2
307,173,2,3426.8,314,2
306,171,3,3427.45,344,2
305,657,3,3428.1,134,0
304,270,2,3436.0,214,2
302,198,3,3449.0,244,2
301,113,4,3456.4,344,1
300,110,2,3459.6,324,2
299,71,4,3480.9,444,1
298,177,5,3486.0,344,1
297,296,3,3486.15,244,2
296,83,3,3496.7,434,2
295,16,2,3499.0,434,2
294,138,2,3502.0,334,2
293,79,2,3503.2,434,2
292,130,2,3507.1,334,2
291,384,5,3522.3,144,1
290,209,4,3533.75,244,1
289,703,3,3555.0,134,0
288,108,2,3568.0,424,2
287,162,4,3574.0,344,1
286,252,6,3574.15,244,1
285,212,3,3577.35,244,2
284,20,5,3585.45,444,1
283,306,3,3590.0,244,2
281,145,3,3593.0,344,2
280,161,3,3593.7,344,2
275,203,3,3598.1,244,2
273,329,4,3611.9,144,1
272,279,3,3615.0,244,2
271,35,3,3616.0,434,2
270,51,3,3618.05,434,2
269,18,3,3619.0,434,2
268,116,2,3619.25,324,2
267,105,2,3631.65,434,2
266,74,3,3632.3,434,2
265,339,3,3639.0,134,0
264,102,3,3641.0,444,2
263,101,2,3642.0,424,2
261,80,2,3642.45,434,2
260,100,2,3647.0,434,2
259,88,6,3652.05,444,1
258,0,6,3676.35,444,1
257,215,2,3681.0,214,2
256,34,3,3683.6,434,2
255,109,2,3690.0,324,2
254,104,3,3698.0,444,2
253,156,3,3705.45,344,2
252,15,3,3722.0,434,2
251,83,4,3724.0,444,1
250,239,2,3736.05,214,2
249,112,3,3740.2,344,2
248,148,4,3742.1,344,1
247,158,5,3745.9,344,1
246,230,3,3753.0,244,2
245,201,3,3753.45,244,2
244,40,3,3758.15,434,2
243,504,2,3762.0,114,0
241,80,5,3770.3,444,1
240,-9,2,3772.0,434,2
239,226,2,3778.8,214,2
238,193,3,3780.2,244,2
237,101,2,3782.1,424,2
235,285,2,3790.0,214,2
234,70,4,3809.2,444,1
233,57,3,3810.8,434,2
232,191,3,3811.0,244,2
231,410,2,3815.6,124,0
230,285,4,3820.6,244,1
229,5,2,3828.0,434,2
228,227,2,3834.6,214,2
227,120,3,3842.0,334,2
226,180,3,3844.95,344,2
225,156,3,3849.5,344,2
224,208,3,3851.0,244,2
223,184,3,3866.15,344,2
222,331,3,3872.55,134,0
220,141,3,3902.75,344,2
219,201,2,3916.65,214,2
218,361,4,3923.0,144,1
217,325,3,3927.0,134,2
216,172,3,3935.75,344,2
215,275,4,3942.9,244,1
214,18,4,3943.8,444,1
213,11,4,3946.0,444,1
212,100,3,3950.0,444,2
211,83,4,3950.0,444,1
210,241,4,3955.05,244,1
209,108,4,3965.0,444,1
208,201,5,3967.0,244,1
207,266,3,3980.0,244,2
206,144,3,3982.05,344,2
205,103,4,4003.0,444,1
204,235,3,4032.75,244,2
203,556,2,4036.0,114,0
202,108,3,4043.05,444,2
201,7,4,4045.25,444,1
200,111,2,4048.0,324,2
199,204,2,4049.0,214,2
198,146,2,4057.0,334,2
197,104,2,4066.87,434,2
196,20,5,4071.25,444,1
195,217,2,4089.0,214,2
194,111,3,4098.1,344,2
193,176,4,4105.6,344,1
192,475,3,4106.0,134,0
191,18,3,4111.9,434,2
190,114,4,4137.2,344,1
189,112,2,4148.0,324,2
188,215,3,4152.0,244,2
186,321,2,4176.0,124,2
185,110,4,4181.0,344,1
183,102,3,4202.45,444,2
182,-2,4,4209.7,444,1
181,186,3,4224.0,344,2
180,32,2,4237.2,424,2
179,108,2,4255.0,434,2
178,-6,2,4255.65,434,2
177,-2,4,4275.4,444,1
176,131,3,4286.4,344,2
175,274,4,4311.65,244,1
174,214,3,4312.1,244,2
173,184,2,4325.0,314,2
171,195,2,4340.0,214,2
170,12,3,4345.0,434,2
169,31,3,4346.0,434,2
168,263,4,4350.0,244,1
167,293,2,4364.0,214,2
166,25,4,4382.0,444,1
165,538,4,4383.05,144,0
164,25,5,4389.1,444,1
163,40,3,4400.45,434,2
162,41,3,4423.3,434,2
161,93,3,4435.3,434,2
160,454,3,4443.3,134,0
159,100,3,4446.0,444,2
158,-6,2,4453.12,434,2
157,155,3,4461.1,344,2
156,-9,3,4462.7,434,2
155,407,2,4471.0,124,0
154,318,7,4476.15,244,1
153,1,4,4487.0,444,1
151,139,3,4493.0,344,2
152,248,2,4493.0,214,2
150,365,3,4518.15,134,0
149,26,2,4526.0,434,2
148,39,4,4529.0,444,1
147,102,2,4533.0,424,2
146,115,3,4540.05,344,2
145,158,3,4549.0,344,2
144,456,3,4553.05,134,0
143,225,4,4563.65,244,1
142,144,2,4604.0,334,2
141,208,5,4622.0,244,1
140,461,4,4640.6,144,1
138,53,5,4694.1,444,1
137,138,5,4706.05,344,1
136,120,4,4729.4,344,1
135,113,3,4737.25,344,2
134,290,3,4745.0,244,2
133,651,3,4757.0,134,0
132,219,3,4778.25,234,2
131,27,4,4791.9,444,1
130,24,6,4802.7,444,1
129,6,3,4820.6,434,2
128,129,2,4841.4,334,2
127,71,3,4870.8,434,2
126,100,2,4884.95,434,2
124,-6,4,4911.1,444,1
123,142,6,4950.0,344,1
122,146,4,4981.77,344,1
121,303,3,4986.35,244,2
120,302,4,4990.85,244,1
117,47,3,5066.8,434,2
116,146,4,5074.95,344,1
115,21,4,5093.0,444,1
114,252,2,5111.55,214,2
113,100,2,5117.35,434,2
112,138,4,5140.7,344,1
111,67,3,5164.5,434,2
110,66,5,5224.65,444,1
109,154,2,5225.0,334,2
108,97,2,5242.42,434,2
107,124,3,5252.1,344,2
106,103,3,5298.0,444,2
105,90,5,5331.0,444,1
104,286,4,5352.0,244,1
103,164,4,5355.3,344,1
102,20,4,5362.7,444,1
100,119,4,5436.95,344,1
99,37,6,5465.95,444,1
98,6,4,5498.87,444,1
97,101,4,5576.0,444,1
96,15,6,5675.0,444,1
95,-1,6,5713.05,444,1
94,9,4,5804.75,444,1
93,112,6,5819.45,344,1
92,124,3,5825.85,334,2
91,7,5,5849.0,444,1
90,279,6,5857.15,244,1
89,291,4,5877.05,244,1
88,49,4,5906.05,444,1
86,134,4,5908.0,344,1
85,131,2,5914.0,334,2
84,-9,4,5928.0,444,1
83,245,3,5931.0,244,2
82,50,5,5967.25,444,1
81,236,7,6003.6,244,1
80,-9,4,6012.0,444,1
79,162,3,6035.0,344,2
78,172,3,6049.0,344,2
77,18,3,6103.0,434,2
76,209,6,6136.25,244,1
75,41,5,6152.0,444,1
74,22,6,6181.55,444,1
73,239,5,6208.55,244,1
72,48,6,6215.0,444,1
71,123,4,6260.65,344,1
70,145,4,6385.55,344,1
69,50,6,6441.9,444,1
68,44,3,6505.0,434,2
67,104,6,6534.6,444,1
66,-3,3,6616.0,434,2
65,179,5,6781.65,344,1
63,58,6,6813.9,444,1
62,25,4,6815.0,444,1
61,123,4,6821.7,344,1
60,5,4,6873.5,444,1
59,0,15,7039.0,444,1
58,199,7,7083.85,244,1
57,114,3,7127.6,344,2
56,6,5,7197.1,444,1
55,-5,9,7251.3,444,1
54,2,6,7269.0,444,1
53,46,6,7294.0,444,1
52,44,7,7309.0,444,1
51,12,5,7409.45,444,1
50,4,6,7531.95,444,1
49,54,3,7553.0,434,2
48,290,3,7554.45,244,2
47,111,7,7643.0,344,1
46,108,2,7652.0,424,2
45,154,2,7976.0,334,2
44,8,5,8126.55,444,1
43,9,6,8248.0,444,1
42,18,6,8254.7,444,1
41,288,5,8288.1,244,1
40,47,5,8354.6,444,1
39,55,8,8378.9,444,1
38,234,5,8396.75,244,1
37,27,7,8398.95,444,1
36,77,7,8445.25,444,1
34,100,5,8717.4,444,1
33,345,6,9279.25,144,1
32,18,9,9410.6,444,1
31,37,7,9498.7,444,1
30,19,7,9614.2,444,1
29,33,7,9617.5,444,1
28,67,10,9969.2,444,1
27,-9,2,10185.0,414,2
26,-3,14,10247.0,444,1
25,117,5,10350.15,344,1
24,47,8,10477.9,444,1
23,125,3,10534.4,344,1
22,143,7,10545.55,344,1
21,43,2,10751.0,424,2
20,6,11,10883.0,444,1
19,48,13,10935.45,444,1
18,91,6,11005.2,444,1
17,107,7,11410.1,444,1
16,47,8,11558.0,444,1
15,222,8,11647.15,244,1
14,11,6,11668.3,444,1
13,21,5,11992.4,444,1
12,215,4,12704.55,244,1
11,102,4,13008.65,444,1
10,10,12,13787.15,444,1
8,164,9,17857.6,344,1
7,253,8,22903.3,244,1
6,80,10,26418.05,444,1
5,152,5,26753.75,344,1
4,108,14,35990.12,444,3
3,16,11,37912.65,444,3
2,-1,15,76286.12,444,3
1,19,30,85155.29,444,3
